Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
63;1592;STAR;STAR;LES BREGES;;NYOISEAU;49;route de Craon;;RENAZE;53800;RENAZE;;NS - NON SEVESO;Récolement fait;55615017500017;356165;2305711
61;745;JOUVE SA T.P. ENTR.;JOUVE SA T.P. ENTR.;LIT DU RHONE;;SAULCE SUR RHONE;26;LIT DU RHONE;;LES REYS DE SAULCE;26270;SAULCE SUR RHONE;;NS - NON SEVESO;A l'arrêt;702980376;795113;1970125
62;758;SOCIETE CARRIERES SAVONNIERES;SOCIETE CARRIERES SAVONNIERES (532);Aux Prés;;BRAUVILLIERS;55;10 RUE DE BAR;;SAVONNIERES EN PERTHOIS;55170;SAVONNIERES EN PERTHOIS;;NS - NON SEVESO;Récolement fait;813777702600;806990;2401510
222;107;Centrale Des Carrières;CDC - Habitation Desportes;Habitation Desportes;;STE LUCE;972;Long Pré;;LE LAMENTIN;97232;LE LAMENTIN;A;NS - NON SEVESO;En fonctionnement;31789854200012;715029;1616846
57;237;ADAM FRERES Les Baignières 2;ADAM FRERES Les Baignières 2;LES BAIGNIERES;;DROUPT ST BASLE;10;4, rue des Remises;;VALLANT ST GEORGES;10170;VALLANT ST GEORGES;A;NS - NON SEVESO;En fonctionnement;542880349;718420;2387900
59;1637;PERNOT S.E.T. (Champdivers);PERNOT S.E.T. (Champdivers);L ILION CHAUDAT GRAN;;CHAMPDIVERS;39;;2 Chemin Malaval;CHAMPAGNOLE;39303;CHAMPAGNOLE CEDEX;A;NS - NON SEVESO;En fonctionnement;626580104;832356;2227117
56;940;CUBIZOLLES Travaux Publics et Carrières ;CUBIZOLLES St Privat ;LAVAY;;ST PRIVAT D ALLIER;43;SARL T.P. et Carrières CUBIZOLLES;Route de Langeac;SAUGUES;43170;SAUGUES;A;NS - NON SEVESO;En fonctionnement;327409363;704616;1997529
62;1922;SITA LORRAINE Téting;SITA LORRAINE Téting;;;TETING SUR NIED;57;5 rue des Drapiers;BP 25189;METZ;57075;METZ CEDEX 03;A;NS - NON SEVESO;En fonctionnement;30536288100396;918220;2458050
55;14576;TERRES DE SAINT-MALO (sable coquillier);TERRES DE SAINT-MALO (sable coquillier);La Larronnière;;CHERRUEIX;35;Place du Marché;BP 6;ST MELOIR DES ONDES;35350;ST MELOIR DES ONDES;;NS - NON SEVESO;A l'arrêt;48960640000013;301247;2407418
57;800;MORONI;MORONI (ex BRM) Plivot ;"""LA PATURE CHAUFFOUR""";;PLIVOT;51;1 bis, boulevard du Val de Vesle;ZI Sud est;ST LEONARD;51500;ST LEONARD;;NS - NON SEVESO;Récolement fait;353548985;726813;2449090
60;85;ATS (Sté Auxiliare de Travaux);ATS (Sté Auxiliare de Travaux);PUY-BLANC;;LE PESCHER;19;;;L EGLISE AUX BOIS;19170;L EGLISE AUX BOIS;A;NS - NON SEVESO;En fonctionnement;39482907100015;555420;2010315
61;747;JOUVE SA T.P.ENTR.;JOUVE SA T.P.ENTR.;ILE DE BAIX;;SAULCE SUR RHONE;26;ILE DE BAIX;;LES REYS DE SAULCE;26270;SAULCE SUR RHONE;;NS - NON SEVESO;A l'arrêt;702980376;795113;1970125
68;2904;PEMA SARL;PEMA SARL;Lias;;CAILLAVET;32;;;RIGUEPEU;32320;RIGUEPEU;A;NS - NON SEVESO;En fonctionnement;;438915;1859103
61;44;RICHARD ;RICHARD ;GRATTE LOUP;;ARBIGNIEU;1;La Maladière;;YENNE;73170;YENNE;A;NS - NON SEVESO;En fonctionnement;74692053700014;859434;2083671
69;305;STE DES CARRIERES DE CABASSOU ;SCC carrière des chevaux;Montagne des chevaux;;ROURA;973;P.K 0,8 RN3;B.P 1038;CAYENNE;97300;CAYENNE;A;NS - NON SEVESO;En fonctionnement;;0;0
63;1636;CARRIERE GSM;GSM LA GRANDE GARDE;LA GRANDE GARDE;;ST COLOMBAN;44;3 rue du charron;CS 960412  tel : 02 40 95 25 32;ST HERBLAIN;44804;ST HERBLAIN CEDEX;A;NS - NON SEVESO;En fonctionnement;;304391;2235734
51;3478;GRANULATS SEINE NORMANDIE S.A.S;GRANULATS SEINE NORMANDIE (Redland);LE PRE MINCHE;;LIHONS;80;340 rue des Ormelets;;LONGUEIL STE MARIE;60126;LONGUEIL STE MARIE;;NS - NON SEVESO;A l'arrêt;351279641;630968;2536538
57;2263;TGC Romain;TGC Romain;La Sence sauvage sous le chemin de Fisme;;ROMAIN;51;BP 11;;BREUIL;51140;BREUIL;;NS - NON SEVESO;Récolement fait;342946076;703156;2480456
66;293;DASSE Alain ;Carrière DASSE Alain Puivert;;;PUIVERT;11;La Roucateille;;NEBIAS;11500;NEBIAS;;NS - NON SEVESO;Récolement fait;;576300;1768601
66;1538;CARRIERE FITE COLOMINE VIVES;CARRIERE FITE COLOMINE VIVES;"""Soula de L'Armade""";;VIVES;66;Briqueterie Sainte Marcelle;4 rue de la Close;ST JEAN PLA DE CORTS;66490;ST JEAN PLA DE CORTS;A;NS - NON SEVESO;En fonctionnement;63420002600017;637028;1724153
70;170;EURL SOMBRET ;Carrière SOMBRET (ex Mairie CANETTEMONT);"Lieu-dit ""sous le bois de Mortagne""";;REBREUVIETTE;62;64, rue Sains les Hautecloque;;BUNEVILLE;62130;BUNEVILLE;A;NS - NON SEVESO;En fonctionnement;1516;601994;2585950
100;3472;EUROVIA CENTRE LOIRE;EUROVIA CENTRE LOIRE - Sougé;Pièce des Joncs;;SOUGE;41;Rue de la Creusille;BP 1321;BLOIS;41013;BLOIS CEDEX;;NS - NON SEVESO;A l'arrêt;77559249600100;478776;2308310
57;586;MORONI;MORONI - Cloyes ;"""LES MALBARBES"" Installation de criblage";;CLOYES SUR MARNE;51;1 bis, boulevard du Val de Vesle;ZI Sud Est;ST LEONARD;51500;ST LEONARD;A;NS - NON SEVESO;En fonctionnement;335880068;771282;2410131
66;1537;CARRIERE LA CERETANE SARL VIVES;CARRIERE LA CERETANE VIVES;Lieu dit Lous Pounteils;;VIVES;66;ZI de l'Ulrich;;CERET;66400;CERET;A;NS - NON SEVESO;En fonctionnement;32584330800017;637038;1724149
100;6573;HUET SARL;HUET SARL;Le Buisson d'Hommes;;HOMMES;37;8 place jacques du Bellay;;SAVIGNE SUR LATHAN;37340;SAVIGNE SUR LATHAN;A;NS - NON SEVESO;En fonctionnement;37800967400011;447118;2270532
63;3048;"BOUYER LEROUX SA "" la Petite Boissière""";"BOUYER LEROUX SA "" la Petite Boissière""";LA PETITE BOISSIERE;;CHAILLE LES MARAIS;85;;;ST MARTIN DES FONTAINES;85570;ST MARTIN DES FONTAINES;;NS - NON SEVESO;Récolement fait;31869768700016;344889;2161267
70;55;BRIQUETERIE LADRIERE;BRIQUETERIE LADRIERE;CENTRE DE LOISIRS DU CAMP FRANCAIS;;LESQUIN;59;;;LESQUIN;59810;LESQUIN;;NS - NON SEVESO;Récolement fait;562136036;654677;2621624
72;6910;GRES DE THIVIERS - Dirac;GRES DE THIVIERS - Dirac;Les Bois des Courtis;;DIRAC;16;Les Poteaux des Landes;BP 48;THIVIERS;24800;THIVIERS;;NS - NON SEVESO;En fonctionnement;41382304800017;435886;2069511
62;3872;ORSA GRANULATS LORRAINE;ORSA - Champs Corcolle;;;ARRY;57;11 RUE PIERRE SIMON DE LAPLACE;CP 77819;METZ;57078;METZ CEDEX 03;;NS - NON SEVESO;A l'arrêt;325885572;872230;2450311
72;417;CLION SNC & CIE La Gripperie;CLION SNC & CIE La Gripperie;Sablière de Cadeuil;;LA GRIPPERIE ST SYMPHORIEN;17;;BP 257;POUZAUGES;85700;POUZAUGES;A;NS - NON SEVESO;En fonctionnement;2568008300034;345361;2090582
63;2794;STAR - Hambers;STAR - Hambers;"""La Saulaie""";;HAMBERS;53;Route de Craon;;RENAZE;53800;RENAZE;;NS - NON SEVESO;Cessation déclarée;55615017500017;393582;2365621
51;3847;AMMEUX DENIS;AMMEUX DENIS;LES CORDINQUEVAUX;;ESTREES;2;Ferme de Follemprise;;NAUROY;2420;NAUROY;;NS - NON SEVESO;A l'arrêt;;668300;2552800
59;1622;PERNOT S.E.T. (Authume);PERNOT S.E.T. (Authume);Au Grand Mont;;AUTHUME;39;;2 Chemin Malaval;CHAMPAGNOLE;39303;CHAMPAGNOLE CEDEX;A;NS - NON SEVESO;En fonctionnement;626580104;839266;2240050
59;1861;ROYER MARQUES (Noroy);ROYER MARQUES (Noroy);Champs Fouillot;;JUSSEY;70;Champs Fouillot;;NOROY LES JUSSEY;70500;JUSSEY;;NS - NON SEVESO;A l'arrêt;816680136;866311;2319418
100;2476;GSM ;GSM ;Bois de Pisse Vieille;;LE SUBDRAY;18;Route de Berry Bouy;BP 62;ST DOULCHARD;18230;ST DOULCHARD;;NS - NON SEVESO;A l'arrêt;57217052000157;596718;2223412
54;267;CARRIERES D'ETROCHEY;CARRIERES D'ETROCHEY Ste-Colombe;LES CARRIAUX;;STE COLOMBE SUR SEINE;21;rue Jacques Lecocq;BP 10002;ETROCHEY;21400;ETROCHEY;A;NS - NON SEVESO;En fonctionnement;83552004000014;763654;2322842
201;46;Carrière SOGEGRA à Zonza;Carrière SOGEGRA à Zonza;Lieu-dit Illarata;;ZONZA;2A;Lieu-dit Golfi;;SISCO;20233;SISCO;;NS - NON SEVESO;A l'arrêt;35352905000018;1173857;1658505
64;1783;BRAJA VESIGNE;CARRIERE BRAJA VESIGNE;Le Bartras Nord;;BOLLENE;84;21 Av frédéric Mistral;B.P.71;ORANGE;84102;ORANGE CEDEX;A;NS - NON SEVESO;En fonctionnement;31975582300147;790907;1927211
69;150;SOCIETE LA ROUTIERE GUYANAISE ;"ROUTIERE GUYANAISE"" Nancibo""";"Iieu dit ""NANCIBO""";;ROURA;973;;BP 1026;CAYENNE;97300;CAYENNE;A;NS - NON SEVESO;En fonctionnement;;345292;520439
56;498;ENTREPRISE FERRAND;ENTREPRISE FERRAND (abandon);La Ronzière;;CHARMEIL;3;78 rue de l'Industrie;;CREUZIER LE VIEUX;3300;CREUZIER LE VIEUX;;NS - NON SEVESO;A l'arrêt;30930745200017;682471;2128190
56;649;CERF;CERF Saint-Victor;"Lieu-dit ""Les Grands Champs""";;ST VICTOR;3;Le Bourg;;BRANSAT;3500;BRANSAT;A;NS - NON SEVESO;En fonctionnement;77554736700083;622397;2153892
61;1092;BUDILLON RABATEL S.A.;BUDILLON RABATEL LA SONE;LE PIED SEC;;LA SONE;38;7, rue de la Chartreuse;BP 70056;VOIRON;38500;VOIRON;A;NS - NON SEVESO;En fonctionnement;400622601;831409;2017159
68;6313;OCCITANIE PIERRES  SARL;OCCITANIE PIERRES  SARL;Pech d'Anjou;;CENEVIERES;46;RN 20 - St Henri;BP 242;CAHORS;46005;CAHORS CEDEX 9;A;NS - NON SEVESO;En fonctionnement;39050091600015;553978;1939370
59;1895;POISSENOT PATRICK TP;POISSENOT PATRICK TP;"Lieu-dit ""Côte Saint Martin""";;VAUCONCOURT NERVEZAIN;70;;;GRANDECOURT;70120;GRANDECOURT;A;NS - NON SEVESO;En fonctionnement;31755078800010;861158;2300904
72;2142;GRES DE THIVIERS - Mainzac - Charras;GRES DE THIVIERS - Mainzac - Charras;Puymasson - Le Ménisson;;MAINZAC;16;Le Poteau des Landes;;THIVIERS;24800;THIVIERS;;NS - NON SEVESO;Cessation déclarée;;453403;2062717
51;3476;MATERIAUX ROUTIERS MODERNES;MATERIAUX ROUTIERS MODERNES (Lihons);SOLE DU BOSQUET;;LIHONS;80;65 boulevard Carnot;;NOYON;60400;NOYON;;NS - NON SEVESO;En fonctionnement;31328356600021;629904;2536418
61;748;SACER S.A.;SACER S.A.;BANCE;;SAULCE SUR RHONE;26;BANCE;;LES REYS DE SAULCE;26270;SAULCE SUR RHONE;;NS - NON SEVESO;A l'arrêt;562013359;795113;1970125
59;1896;GSM (Velet) (Prés Médecins);GSM (Velet) (Prés Médecins);"Lieu-dit  ""Prés Médecins""";;VELET;70;VELET - B.P. 35;;GRAY;70102;GRAY CEDEX;;NS - NON SEVESO;Récolement fait;572165652;843107;2274192
55;256;RAULT (SA Carrières);RAULT (SA Carrières) - Plérin;PERSAS;;PLERIN;22;PERSAS/ PRE BOISSIER;;ST LAURENT DE LA MER;22190;PLERIN;D;NS - NON SEVESO;Cessation déclarée;497080416;220055;2405214
51;3688;CRP Cramoisy;CRP Cramoisy;La Grande Pièce;;CRAMOISY;60;Les Petits Murs;Le Bosquet Fariquet;ST VAAST LES MELLO;60660;ST VAAST LES MELLO;A;NS - NON SEVESO;Récolement fait;34392457700012;630852;2548082
72;4171;CARRIERES DE LA VIENNE SA;CARRIERES DE LA VIENNE SA;"""Champs du Puits des Vallées""";"""Champs de la Quallère""";TERCE;86;RN 151;Les Fontenelles;JARDRES;86800;JARDRES;A;NS - NON SEVESO;En fonctionnement;38944951300032;462375;2170028
66;495;CARRIERE SAS LAFARGE GRANULATS SUD CALVI;CARRIERE SAS LAFARGE GRANULATS SUD Calvi;Canteperdrix;;CALVISSON;30;41 La Canebière;;L ESTAQUE;13016;MARSEILLE;;NS - NON SEVESO;Récolement fait;41488391800024;747960;1866728
73;508;carrière illégale PETRONI;Extraction SNT Petroni (illégale);lieu dit Bocca d'Illarata;;ZONZA;2A;RN 198;;GHISONACCIA;20240;GHISONACCIA;;NS - NON SEVESO;A l'arrêt;;1180688;1659646
101;148;FONTAINE TP;FONTAINE TP;En Chouenne, La Meule;;ARBIGNIEU;1;ZI Coron;;BELLEY;1300;BELLEY;A;NS - NON SEVESO;En fonctionnement;74632054800025;860046;2083344
64;4706;CAPM;CAPM - CSDU du Vallon de Fou (ex CAOEB);CSDU du Vallon du Fou;le Vallon du Fou;MARTIGUES;13;CAPM;BP 90104;MARTIGUES;13693;MARTIGUES CEDEX;A;NS - NON SEVESO;En fonctionnement;24130040900018;818859;1823334
54;196;GRANULATS BOURGOGNE AUVERGNE;GRANULATS BOURGOGNE AUVERGNE;PONT DE COLONNE;Mimeure - Arnay le Duc;MIMEURE;21;"Lieudti ""Pont de Colonne""";;ARNAY LE DUC;21230;ARNAY LE DUC;A;NS - NON SEVESO;En fonctionnement;351279641;760687;2240308
67;59;GIE TERRES DE SOUFFLENHEIM;GIE TERRES DE SOUFFLENHEIM;Forêt indivise de Haguenau;;HAGUENAU;67;;;MARIENTHAL;67500;HAGUENAU;A;NS - NON SEVESO;En fonctionnement;400119376;1012430;2441347
66;39;SA RIVIERE ;Carrière RIVIERE Capendu;Le Deves;;CAPENDU;11;9, Chemin de la Coopérative;;TREBES;11800;TREBES;;NS - NON SEVESO;Récolement fait;;617955;1798127
64;2047;CARRIERE SABLIERES DE L'EMBRUNAIS Sav.;CARRIERE SABLIERES DE L'EMBRUNAIS Sav.;;;SAVINES LE LAC;5;;;EMBRUN;5200;EMBRUN;;NS - NON SEVESO;A l'arrêt;;923499;1955600
54;609;TARMAC GRANULATS;TARMAC GRANULATS (La Salle) - arrêtée;LA MONTAGNE;#3796;LA SALLE;71;629 Route des Carrières;;ST MARTIN BELLE ROCHE;71118;ST MARTIN BELLE ROCHE;;NS - NON SEVESO;A l'arrêt;30202014400341;793832;2159988
255;3;SABLIERES ET ENTREPRISE COLOMBET;SABLIERES ET ENTREPRISE COLOMBET;Les Lames;;ST FLORENTIN;89;9, RUE DES PONTS;;BEAUMONT;89250;BEAUMONT;A;NS - NON SEVESO;En fonctionnement;;697685;2331738
100;2321;SNC CARRIERES DU BOISCHAUT;CARRIERES DU BOISCHAUT -CDB;Segondet;;CHATEAUMEILLANT;18;rue de la Creusille;BP1321;BLOIS;41013;BLOIS CEDEX;A;NS - NON SEVESO;En fonctionnement;37986360800020;591090;2171490
58;1785;SPS Martot;SPS Martot;;;MARTOT;27;101, rue Grande;BP 611;VAL DE REUIL;27100;VAL DE REUIL;;NS - NON SEVESO;En construction;30404698000021;507455;2478311
51;3477;BETON INDUSTRIEL DE PICARDIE;BETON INDUSTRIEL DE PICARDIE;GRANDE SOLE DU BOIS;;LIHONS;80;;;GUERBIGNY;80500;GUERBIGNY;;NS - NON SEVESO;A l'arrêt;621710169;630968;2536538
68;1155;MUR ENTREPRISE;MUR ENTREPRISE;La Bouche;;ESPARROS;65;;;SARRANCOLIN;65410;SARRANCOLIN;A;NS - NON SEVESO;En fonctionnement;316582105;438279;1782179
51;4918;HOLCIM Granulats;HOLCIM Pont Sainte Maxence;"""Le Jonquoire""";;PONT STE MAXENCE;60;RN 2;;SILLY LE LONG;60330;SILLY LE LONG;A;NS - NON SEVESO;Récolement fait;;622634;2480821
51;2894;SAMIN ;SAMIN Rozet;BOIS DE ROZET - SOUS LE BOIS DE BILLY;;ROZET ST ALBIN;2;18 Avenue Malvesin;BP 4;COURBEVOIE;92403;COURBEVOIE CEDEX;A;NS - NON SEVESO;En fonctionnement;572134583;670075;2468073
61;576;GIE DROME PROVENCALE;GIE DROME PROVENCALE;LONG D'EYGUES;;CURNIER;26;Quartier St Jean;;SAHUNE;26510;SAHUNE;A;NS - NON SEVESO;En fonctionnement;408731297;830316;1936934
100;2641;SMB (Société des Matériaux de Beauce);SMB - Prasville 1;Les Carrières;Veigneau - Marmoneries;PRASVILLE;28;2 quai Henri IV;BP 4123;PARIS 04;75163;PARIS CEDEX 04;;NS - NON SEVESO;Récolement fait;30189488700027;554388;2362988
100;3253;GSM;GSM Brévainville;Le Bois Lepinet;;BREVAINVILLE;41;Route de Berry Bouy;BP 62;ST DOULCHARD;18230;ST DOULCHARD;;NS - NON SEVESO;A l'arrêt;57216565200924;521400;2328674
51;5520;SNC DESCHIRON;DESCHIRON SNC;"Lieux-dits ""Le Bosquet aux Clercs""  ";"""Le Hédin ou Fôret""";ST LEGER EN BRAY;60;1 rue du Docteur Charcot;BP 10;MORANGIS;91420;MORANGIS;;NS - NON SEVESO;En fonctionnement;54201127500030;577848;2487534
72;1886;APPIA PAYS DE LOIRE (ex. S.T.P.V.L. snc);APPIA PAYS DE LOIRE (ex. S.T.P.V.L. snc);Le Bois de Limon;;PAS DE JEU;79;;;ST MATHURIN SUR LOIRE;49250;ST MATHURIN SUR LOIRE;;NS - NON SEVESO;Cessation déclarée;399354513;416611;2223934
66;159;SA SOCAL - CARRIERE DU LAURAGAIS;Carrière SOCAL Car du lauragais LABECEDE;En Gay;;LABECEDE LAURAGAIS;11;Zone Artisanale Cardona;;SALLES SUR L HERS;11410;SALLES SUR L HERS;A;NS - NON SEVESO;En fonctionnement;38218431500010;572447;1821936
61;569;SOTEREX S.A.;SOTEREX S.A.;LES GRES;;CONDILLAC;26;LES GRES;;CONDILLAC;26740;CONDILLAC;;NS - NON SEVESO;Récolement fait;380110056;796224;1962822
100;3694;BRUNEAU;BRUNEAU;GAZEAU;;PRESNOY;45;;;PRESNOY;45260;PRESNOY;;NS - NON SEVESO;A l'arrêt;;617631;2327812
51;5961;GAEC DE L'HIRONDELLE;GAEC DE L'HIRONDELLE;"lieu-dit ""la vallée d'Achiet""";;IRLES;80;7 rue d'en Haut;;IRLES;80300;IRLES;D;NS - NON SEVESO;En construction;44068233400014;630425;2567575
61;1892;BETON CONTROLE CHAMBERY;BETON CONTROLE CHAMBERY;LES CHAMPS DE COTE;;RUMILLY;74;LES CHAMPS DE COTE;;RUMILLY;74150;RUMILLY;;NS - NON SEVESO;A l'arrêt;747220069;879898;2102577
100;2456;LES SABLIERES DE PREUILLY;LES SABLIERES DE PREUILLY;VILLE PERDUE;;STE THORETTE;18;;;STE THORETTE;18500;STE THORETTE;;NS - NON SEVESO;A l'arrêt;;589611;2231230
61;720;BONNARDEL GASTON T.P;BONNARDEL GASTON T.P St Barthélemy;LANAY;;ST BARTHELEMY DE VALS;26;LANAY;;ST BARTHELEMY DE VALS;26240;ST BARTHELEMY DE VALS;;NS - NON SEVESO;Récolement fait;300531894;798033;2022589
61;1414;GRANULATS RHONE-ALPES;GRANULATS RHONE-ALPES;SAONE PK 22 A 25;;ST GERMAIN AU MONT D OR;69;SAONE PK 22 A 25;;ST GERMAIN AU MONT D OR;69650;ST GERMAIN AU MONT D OR;;NS - NON SEVESO;A l'arrêt;305110272;791498;2100677
56;830;CHRISTIAN BADIOU SARL;BADIOU CHRISTIAN SARL;Les Carrières;;BLAVOZY;43;Les Chambades;;BLAVOZY;43700;BLAVOZY;A;NS - NON SEVESO;En fonctionnement;31216792700010;729877;2007999
59;1733;ORSA GRANULATS S.A. ZONE SUD;ORSA GRANULATS S.A. ZONE SUD;DERRIERE BARTHAUD;;TOULOUSE LE CHATEAU;39;;;TOULOUSE LE CHATEAU;39230;TOULOUSE LE CHATEAU;NC;NS - NON SEVESO;A l'arrêt;646350561;847893;2207719
70;104;SURSCHISTE SA;SURSCHISTE SA;191 DIT VIEUX CONDE;;VIEUX CONDE;59;;;VIEUX CONDE;59690;VIEUX CONDE;;NS - NON SEVESO;Récolement fait;36620044200056;687315;2609207
100;3678;LIGERIENNE DE GRANULATS;LIGERIENNE DE GRANULATS;PK 330,250 ET 330,83;;ORLEANS;45;;;ORLEANS;45000;ORLEANS;;NS - NON SEVESO;A l'arrêt;32325358300013;566946;2322800
53;1379;CARRIERES DE MONTJOIE;CARRIERES DE MONTJOIE;Chailloux et Bois Normand;;ST MICHEL DE MONTJOIE;50;;;ST MICHEL DE MONTJOIE;50670;ST MICHEL DE MONTJOIE;A;NS - NON SEVESO;En fonctionnement;94678002000024;352385;2425233
70;219;Carrière de MM. PACAUX JEAN & MICHEL SA;Carrière de MM. PACAUX JEAN & MICHEL SA;CVO N°3 dit du Val Bedin;parcelles B1 N°453,9et10 ;FONTAINE LES BOULANS;62;;;FONTAINE LES BOULANS;62134;FONTAINE LES BOULANS;A;NS - NON SEVESO;En fonctionnement;353132426;595939;2611028
67;228;SITA rehag- Burnhaupt le Haut;SITA rehag- Burnhaupt le Haut;lieux dits Rehag,Auf des holzweg,Bohnfel;;BURNHAUPT LE HAUT;68;22 rue de Cherbourg;BP 19;STRASBOURG;67026;STRASBOURG CEDEX 1;A;NS - NON SEVESO;Récolement fait;702820366;959168;2314690
62;3902;MATZ CLAUDE;MATZ CLAUDE;Katzenbach;;EBERSVILLER;57;;;EBERSVILLER;57320;EBERSVILLER;;NS - NON SEVESO;A l'arrêt;775617699;895675;2483178
58;256;LAFARGE Ciments (KR de st vigor)C1;LAFARGE Ciments (KR de st vigor)C1;Lieu-dit Plaine du Drumard;;ST VIGOR D YMONVILLE;76;5 bld Louis Loucheur;BP 302;ST CLOUD;92214;ST CLOUD CEDEX;A;NS - NON SEVESO;En fonctionnement;302135561;455018;2501180
100;8719;EURL ENTREPRISE BOUDOT YVES;BOUDOT SAINT AIGNAN - CARRIERES;"""Chaume de Venoux""";;ST AIGNAN DES NOYERS;18;La Rencontre;;SANCOINS;18600;SANCOINS;;NS - NON SEVESO;En construction;40351227000014;637415;2194915
70;327;TERRILS SA - 102 Noyelles-Godault;TERRILS SA - 102 Noyelles-Godault;102 DIT 4EST DOURGES;;NOYELLES GODAULT;62;;;NOYELLES GODAULT;62950;NOYELLES GODAULT;A;NS - NON SEVESO;Récolement fait;366200442;646956;2602850
61;401;BERNARD RENE;BERNARD RENE;LA TOUCHE;;FLAVIAC;7;LA TOUCHE;;FLAVIAC;7000;FLAVIAC;;NS - NON SEVESO;A l'arrêt;386312946;785001;1974613
61;464;T.P.C.V.C/O MORO SA;T.P.C.V.C/O MORO SA;ILE DE LA BARCASSE;;LE TEIL;7;ILE DE LA BARCASSE;;LE TEIL;7400;LE TEIL;;NS - NON SEVESO;A l'arrêt;347984593;786631;1952901
61;451;BLANC ED & NORBERT;BLANC ED & NORBERT;COMBETES;;ST PAUL LE JEUNE;7;COMBETES;;ST PAUL LE JEUNE;7460;ST PAUL LE JEUNE;;NS - NON SEVESO;A l'arrêt;776268831;744727;1928231
60;2188;BOUDARD SA Etablissements;BOUDARD SA Etablissements;Brande de l'Aiguillon (13-14) Gagnerie;;GOUZON;23;Brande de l'Aiguillon;;GOUZOUGNAT;23230;GOUZON;A;NS - NON SEVESO;En fonctionnement;30978594700040;593308;2132598
61;562;BENOIT SARL ETABL. ;BENOIT SARL ETABL. ;LES VANGONS;;CHATUZANGE LE GOUBET;26;LES VANGONS;;PIZANCON;26300;CHATUZANGE LE GOUBET;;NS - NON SEVESO;A l'arrêt;308740166;817171;2004574
65;6569;A2C GRANULAT;A2C GRANULAT (ex SSSB Grisy pex);;77218002;GRISY SUR SEINE;77;;77218002;GRISY SUR SEINE;77480;GRISY SUR SEINE;A;NS - NON SEVESO;En fonctionnement;34648011400039;670037;2382788
61;1391;PIONCHON Maurice;PIONCHON Maurice;LE PARC;;NEUVILLE SUR SAONE;69;LE PARC;;NEUVILLE SUR SAONE;69250;NEUVILLE SUR SAONE;;NS - NON SEVESO;Récolement fait;693610149;795893;2102150
100;2458;BUGEON FRERES;BUGEON FRERES;GRAND BRETIGNY;;STE THORETTE;18;;;STE THORETTE;18500;STE THORETTE;;NS - NON SEVESO;A l'arrêt;;587866;2230052
61;1591;MONTAGNY (MAIRIE DE);MONTAGNY (MAIRIE DE);COUTTAS FORT;;MONTAGNY;73;COUTTAS FORT;;MONTAGNY;73350;MONTAGNY;;NS - NON SEVESO;A l'arrêt;776481483;932598;2059677
61;914;LAFLEUR S.A.;LAFLEUR S.A.;ILE DE FAY;;LUMBIN;38;ILE DE FAY;;LUMBIN;38660;LUMBIN;A;NS - NON SEVESO;A l'arrêt;72502123;881072;2038668
100;4688;SVI -SABLIERES DE LA VALLEE DE L'INDRE;SVI -SABLIERES DE LA VALLEE DE L'INDRE;Les Communeaux;;NIHERNE;36;Rue Saura;BP 1;NIHERNE;36250;NIHERNE;A;NS - NON SEVESO;En fonctionnement;31623710600018;543570;2202550
68;3242;BERNADETS;BERNADETS boussan;Moulin d'Arnaud;;BOUSSAN;31;Route de Boussens;;AURIGNAC;31420;AURIGNAC;A;NS - NON SEVESO;En fonctionnement;;482525;1805815
56;948;SMTV (société matériaux traitement et va;SMTV Solignac;ROCHER DE GRANET;;SOLIGNAC SUR LOIRE;43;Z.I. Les Baraques;;CUSSAC SUR LOIRE;43370;CUSSAC SUR LOIRE;A;NS - NON SEVESO;En fonctionnement;32878959900037;723722;1997693
61;141;PELICHET ALBERT S.A.;PELICHET ALBERT S.A.;MERIBEL;;GEX;1;MERIBEL;;GEX;1170;GEX;;NS - NON SEVESO;Récolement fait;764200051;885697;2155460
61;1197;JOURLIN LUCIE;JOURLIN LUCIE;LA PETITE MOTTE;;FEURS;42;LA PETITE MOTTE;;FEURS;42110;FEURS;;NS - NON SEVESO;A l'arrêt;776306078;746798;2084377
64;1322;CARRIERE DE BOULBON;CARRIERE DE BOULBON SAS;Le Grand Defens;;BOULBON;13;SAS CARRIERE DE BOULBON - Chez Guintoli;C.S. 90110;VENELLES;13615;VENELLES CEDEX;A;NS - NON SEVESO;En fonctionnement;;790121;1878044
73;74;Carrière A Grotta SARL;Carrière A Grotta SARL;;;SISCO;2B;;;SISCO;20233;SISCO;;NS - NON SEVESO;Récolement fait;31983637500018;1180673;1782863
58;60;CHIAPPERIN Gravigny;CHIAPPERIN Gravigny;LES BOCHETTES;;GRAVIGNY;27;;;GRAVIGNY;27930;GRAVIGNY;;NS - NON SEVESO;A l'arrêt;553643016;514743;2450666
